사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-12,2호선,0246,신설동,62,4,"1,164",339,"1,677","2,138","4,928","5,707","9,824","13,452","6,235","9,677","5,953","8,742","6,671","7,966","7,860","8,212","8,291","7,987","9,234","7,090","9,926","6,395","10,755","6,017","12,730","6,490","12,952","7,978","5,391","6,558","3,307","4,986","3,112","4,422","1,866","4,277",861,"2,762",138,"1,163",12,274,0,19,0,0,2026-01-03 11:12:47
2025-12,2호선,0247,도림천,0,0,433,345,"1,471",839,"3,762","3,662","3,752","6,108","2,669","2,207","2,553","1,447","1,924","1,546","2,218","1,864","1,997","2,329","2,829","2,132","2,523","1,743","2,986","2,392","3,656","2,694","3,642","3,656","1,600","2,710",979,"2,110",833,"1,859",460,"1,375",213,"1,136",60,393,1,19,0,0,0,0,2026-01-03 11:12:47
2025-12,2호선,0248,양천구청,26,0,"4,925",804,"12,088","2,442","32,643","5,180","30,651","9,634","17,830","5,265","13,545","4,396","11,801","5,654","11,940","7,698","10,914","9,102","9,067","9,971","9,167","12,894","10,365","16,408","10,516","21,395","9,559","29,951","4,441","23,545","3,321","15,554","2,650","14,834","2,212","12,362",790,"9,039",227,"2,678",3,81,0,0,0,0,2026-01-03 11:12:47
2025-12,2호선,0249,신정네거리,120,3,"8,448",766,"18,508","2,356","51,052","4,222","47,448","11,904","25,460","8,833","19,495","8,357","18,310","9,390","17,927","11,575","16,046","13,324","14,118","14,617","14,236","19,141","15,144","24,460","14,595","33,602","12,618","48,405","7,576","35,205","5,731","22,361","4,833","20,219","3,750","18,279","1,692","12,140",355,"3,484",2,226,0,0,0,0,2026-01-03 11:12:47
2025-12,2호선,0250,용두(동대문구청),76,4,"1,021",81,"1,944",882,"5,923","2,511","9,748","5,707","5,857","3,243","4,481","3,424","4,328","3,559","4,808","3,779","4,590","4,451","5,126","4,601","5,134","4,849","5,531","5,010","5,159","6,006","5,258","8,841","2,454","5,693","1,696","3,656","1,337","3,450",780,"2,883",323,"1,925",78,658,2,44,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0309,지축,27,1,"3,235",651,"11,351","4,879","30,491","5,701","33,423","13,478","17,380","7,788","12,547","6,949","11,187","7,105","11,688","8,095","11,039","10,161","10,394","9,954","11,929","12,114","12,889","16,040","14,130","20,397","11,790","30,910","7,724","22,842","6,272","16,425","6,059","15,020","3,991","12,916","2,031","7,600",461,"1,523",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0310,구파발,205,1,"12,793","1,735","34,248","10,220","83,811","21,823","84,729","29,280","50,121","25,874","36,558","29,275","36,408","29,070","36,590","30,999","35,425","34,009","36,693","35,923","42,109","37,810","45,383","46,737","44,236","54,817","34,350","77,650","23,290","63,416","19,151","39,006","16,628","35,514","12,854","32,481","3,744","22,259",752,"10,486",13,940,1,1,0,0,2026-01-03 11:12:47
2025-12,3호선,0311,연신내,333,19,"24,456","2,400","48,490","14,859","119,066","29,510","151,979","47,440","91,463","41,720","65,941","39,770","62,487","42,650","67,489","47,371","63,312","50,094","59,378","55,440","62,722","67,958","70,876","80,713","66,739","96,360","62,269","140,183","41,942","112,108","34,099","72,091","30,803","65,623","26,691","57,761","13,712","38,277","2,633","13,633",30,296,4,1,0,0,2026-01-03 11:12:47
2025-12,3호선,0312,불광,24,3,"9,411","1,400","18,821","6,240","50,813","10,928","62,633","31,111","38,507","27,080","29,021","25,469","27,342","26,596","29,076","29,380","28,867","31,809","30,288","31,489","32,395","35,295","34,500","39,926","33,280","44,670","30,794","60,804","18,304","45,450","15,216","30,553","12,541","26,770","8,465","24,265","3,886","15,356",694,"5,084",9,145,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0313,녹번,77,0,"9,270",507,"25,089","3,712","70,324","8,407","78,538","16,661","46,054","10,414","30,583","9,726","25,798","11,497","25,697","14,084","22,723","15,875","20,052","19,093","19,807","24,555","21,395","31,963","20,835","39,664","20,588","62,386","10,758","50,215","7,933","32,313","6,415","31,136","4,985","28,386","1,788","16,134",304,"4,943",3,125,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0314,홍제,111,5,"9,618","1,226","24,236","6,062","65,423","10,733","74,686","26,108","47,664","19,756","37,099","18,823","33,788","19,954","34,634","21,907","31,713","25,064","29,932","28,174","30,919","34,679","33,038","40,361","32,074","48,494","29,111","67,219","16,481","53,026","13,132","35,447","10,744","32,844","7,691","27,542","3,218","17,271",471,"4,970",9,169,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0315,무악재,9,0,"1,848",175,"5,777","1,333","16,340","2,844","19,841","4,974","12,038","3,523","9,164","3,405","8,131","3,877","7,490","4,539","6,526","5,273","6,042","5,763","5,838","7,727","6,625","9,654","6,760","11,886","6,716","16,843","3,284","13,429","2,406","9,279","2,041","8,636","1,363","7,509",589,"4,915",88,"1,474",1,49,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0316,독립문,215,5,"5,190",854,"6,353","7,135","15,646","15,677","20,410","23,305","16,505","21,658","15,610","17,088","19,459","12,540","18,540","13,179","15,446","14,375","15,955","13,870","18,489","14,273","19,603","15,365","18,371","15,979","16,438","19,384","8,406","14,909","6,556","10,636","5,348","9,773","3,728","8,365","1,368","5,362",251,"2,440",14,736,0,65,0,0,2026-01-03 11:12:47
2025-12,3호선,0317,경복궁(정부서울청사),20,0,"2,215","1,614","5,995","15,822","13,327","42,372","21,112","136,019","21,090","87,090","22,328","60,813","31,161","59,032","36,965","56,205","44,164","55,396","53,386","47,935","65,871","43,629","81,685","43,746","99,405","47,715","117,002","45,406","55,115","27,297","50,160","16,634","47,445","13,733","31,105","11,710","11,840","6,579","2,537","2,043",87,114,0,5,0,0,2026-01-03 11:12:47
2025-12,3호선,0318,안국,36,1,"1,485","1,892","2,930","25,127","6,025","89,706","11,136","120,344","15,096","92,112","19,339","71,786","29,665","75,127","40,505","61,633","46,726","58,001","56,588","53,688","72,266","43,410","94,711","40,396","123,959","36,519","116,919","29,814","54,115","14,537","44,306","8,357","38,777","7,312","21,576","6,406","7,966","3,634","1,493","1,180",80,34,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0319,종로3가,40,5,767,"1,088","1,183","7,031","2,166","16,262","3,422","40,649","6,243","43,704","9,434","38,446","12,817","33,693","15,534","30,348","17,827","28,519","21,894","27,022","27,083","24,917","32,142","25,610","46,489","24,154","52,459","21,867","28,252","11,881","21,080","7,523","23,880","6,330","19,717","5,058","8,425","3,393","1,327","1,190",46,74,0,4,0,0,2026-01-03 11:12:47
2025-12,3호선,0320,을지로3가,43,0,803,"1,353","1,943","10,444","4,114","37,093","8,145","83,118","10,976","35,484","15,238","19,352","15,802","18,519","16,639","17,861","17,498","18,377","20,139","16,430","23,111","18,089","28,691","21,744","52,927","28,094","74,195","31,105","34,023","18,136","28,422","9,782","30,004","7,933","24,738","6,074","13,849","3,912","2,630","1,127",73,57,0,4,0,0,2026-01-03 11:12:47
2025-12,3호선,0321,충무로,0,0,0,0,0,0,0,0,3,0,7,0,8,0,13,0,15,0,5,0,9,0,10,0,8,0,16,0,18,0,19,0,14,0,4,0,3,0,3,0,6,0,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0322,동대입구,22,0,"1,524","1,234","3,017","10,753","4,786","17,523","8,657","56,021","8,763","36,782","10,679","34,458","13,350","27,350","13,531","25,838","20,773","29,100","22,402","21,173","23,138","19,609","31,299","20,775","43,142","24,082","46,557","25,919","25,090","12,861","25,974","7,021","23,388","6,722","18,688","5,122","5,035","3,165",812,"1,320",17,95,0,1,0,0,2026-01-03 11:12:47
2025-12,3호선,0323,약수,71,10,"6,227","1,040","9,762","6,290","24,694","14,006","37,637","34,062","27,178","23,031","21,144","17,922","19,583","17,917","21,495","17,588","22,003","18,714","22,481","20,364","24,592","22,240","26,190","27,413","31,066","33,891","32,457","43,505","20,891","27,451","16,919","19,537","16,701","17,695","13,076","16,148","6,352","9,547","1,071","3,920",52,674,1,54,0,0,2026-01-03 11:12:47
2025-12,3호선,0324,금호,70,12,"4,307",628,"10,435","2,656","27,710","4,651","38,412","9,611","24,503","6,782","16,284","7,476","14,669","7,687","13,466","9,286","12,844","10,968","11,218","12,141","11,757","15,109","13,144","18,063","13,802","23,453","12,552","30,725","8,511","22,505","6,156","16,437","5,093","14,481","4,111","13,897","2,004","7,563",443,"2,317",8,47,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0325,옥수,131,2,"3,060",941,"8,737","3,966","22,839","7,494","32,913","13,895","23,485","10,451","16,539","9,184","16,031","11,684","15,437","13,029","15,594","14,167","15,833","15,244","16,653","19,083","18,115","21,017","19,202","27,939","17,698","35,250","11,607","24,831","9,020","17,922","8,710","16,398","6,091","15,220","2,409","7,590",478,"2,450",10,41,1,1,0,0,2026-01-03 11:12:47
2025-12,3호선,0326,압구정,71,2,"3,122","2,277","8,228","24,358","16,117","48,158","25,372","139,505","21,479","153,495","28,466","85,615","34,830","76,715","42,978","61,920","48,776","61,793","63,024","58,697","72,339","54,981","84,770","58,099","109,383","72,965","136,577","69,301","97,075","37,352","81,670","19,479","63,680","16,466","43,643","13,162","13,849","6,959","2,377","2,643",23,336,1,10,0,0,2026-01-03 11:12:47
2025-12,3호선,0327,신사,69,5,"3,556","1,810","6,325","16,671","11,549","42,938","18,063","107,101","16,642","140,196","20,369","72,861","26,490","50,714","31,132","47,794","38,291","50,533","46,610","46,149","55,590","43,756","66,450","50,367","94,658","62,146","126,797","71,505","91,361","38,223","63,302","19,037","65,983","15,615","54,922","12,415","24,659","8,408","4,221","3,563",37,152,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0328,잠원,13,0,"1,896",702,"6,496","6,654","19,500","8,819","27,934","13,185","17,825","9,910","13,430","7,282","13,479","7,620","12,724","9,046","12,060","10,846","11,234","11,396","13,660","13,136","16,168","13,802","18,262","18,850","14,386","22,418","8,629","16,091","5,988","11,744","5,222","12,307","3,520","11,867","1,240","5,900",245,"2,134",3,48,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0329,고속터미널,157,2,"5,818","4,179","8,159","34,648","26,054","50,581","49,501","78,360","58,786","104,526","66,478","114,534","84,353","127,782","102,087","118,789","113,434","118,926","131,124","126,352","151,468","131,385","164,132","131,426","171,802","135,923","158,480","137,479","134,244","85,124","144,218","56,097","85,577","44,915","51,781","32,013","18,027","14,801","2,351","2,933",12,78,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0330,교대(법원.검찰청),76,7,"1,893",823,"4,950","7,305","10,600","17,891","15,899","50,468","14,618","37,820","16,051","19,156","21,103","14,891","23,228","14,052","28,725","13,932","34,848","12,659","36,581","12,512","39,990","14,602","58,252","21,488","74,652","23,256","36,797","12,083","35,392","6,985","35,479","5,921","24,462","5,300","11,163","2,973","1,844","1,075",22,26,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0331,남부터미널(예술의전당),46,6,"3,250","1,352","9,464","28,610","28,745","66,733","46,757","156,426","40,615","90,539","39,744","54,217","46,688","43,647","47,415","48,148","50,956","54,679","53,999","54,800","62,295","53,785","79,385","59,909","124,552","66,333","139,211","70,633","66,130","44,313","49,362","28,532","45,044","22,565","34,615","18,679","8,682","11,007","1,433","3,199",12,144,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0332,양재(서초구청),82,2,"4,946","3,357","14,196","40,570","37,487","110,342","49,094","233,536","34,536","125,076","34,106","61,038","38,398","54,472","43,185","49,748","50,927","52,116","58,388","48,035","68,931","48,597","84,876","58,016","141,883","80,900","191,204","87,443","93,014","53,510","71,500","34,414","71,604","31,247","48,824","27,144","16,493","14,516","2,224","4,213",14,234,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0333,매봉,13,0,"1,869",868,"7,371","12,011","18,534","25,350","22,192","79,018","16,320","35,134","16,209","19,098","16,924","19,283","17,294","15,674","18,763","14,789","22,414","15,564","24,660","16,514","29,716","18,269","42,906","23,758","62,606","26,833","21,934","16,995","17,418","11,370","18,662","10,133","10,946","9,532","3,505","5,017",481,"1,631",4,97,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0334,도곡,18,1,"1,060",347,"4,870","4,901","12,482","14,631","16,717","22,759","10,926","16,954","9,208","9,260","9,270","8,897","9,543","8,397","9,957","9,297","10,803","9,347","12,565","9,771","15,090","10,162","19,395","13,160","19,129","14,375","9,810","10,617","7,281","7,253","6,836","7,407","5,050","6,366","1,355","3,683",239,"2,358",4,334,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0335,대치,17,0,"2,741",682,"13,795","8,704","30,312","11,556","32,210","25,688","19,619","19,522","16,743","14,837","16,591","13,890","17,267","17,956","17,915","21,587","18,281","22,103","20,109","25,213","23,755","28,133","31,416","33,430","29,967","34,389","19,111","24,892","13,517","16,044","13,894","16,445","23,383","13,116","3,203","7,627",426,"2,665",6,51,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0336,학여울,0,0,690,172,"2,199","1,868","4,391","3,673","5,081","8,487","3,650","8,361","3,265","7,486","4,564","6,450","5,976","6,673","6,676","7,503","7,164","6,443","7,789","5,354","9,650","4,553","10,299","4,670","8,881","4,929","2,882","3,624","1,920","2,885","1,832","2,659","1,260","2,256",326,"1,360",70,504,2,6,0,1,0,0,2026-01-03 11:12:47
2025-12,3호선,0337,대청,81,0,"3,807","1,142","12,123","7,114","31,195","18,067","40,088","30,012","23,107","13,848","18,818","10,554","17,667","9,935","16,944","11,809","16,878","13,276","17,194","14,256","19,596","17,861","22,514","19,253","28,793","24,703","28,776","31,617","12,589","25,132","9,217","18,196","7,638","16,822","5,453","16,940","1,963","9,207",402,"3,169",0,85,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0338,일원,14,2,"2,468","1,688","8,988","13,459","25,491","38,795","28,289","29,186","20,369","22,999","21,745","18,793","21,808","14,790","20,679","17,388","19,178","18,886","21,993","18,645","27,538","17,347","33,220","16,253","43,329","19,026","21,184","23,749","11,292","18,926","7,515","13,779","6,013","13,407","4,161","13,156","1,615","5,935",232,"1,930",0,45,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0339,수서,162,1,"4,630","2,591","13,400","16,071","38,583","35,827","46,660","57,759","32,854","37,298","40,338","26,307","31,138","23,589","37,172","28,485","33,579","24,768","27,151","27,143","39,511","32,762","43,242","35,672","54,161","42,912","52,619","54,544","25,863","40,881","24,895","29,414","17,781","26,704","17,164","25,122","8,031","10,516",863,"4,200",14,441,0,40,0,0,2026-01-03 11:12:47
2025-12,3호선,0340,가락시장,31,14,"2,888",839,"7,635","5,678","21,503","11,310","24,473","26,101","17,085","15,041","16,012","11,480","15,706","13,213","15,825","15,199","15,722","14,469","16,788","15,576","18,972","18,235","20,791","20,305","24,067","26,263","27,733","31,234","13,523","20,088","12,136","13,633","11,698","12,512","8,517","11,040","3,767","6,045",698,"2,198",12,92,0,4,0,0,2026-01-03 11:12:47
2025-12,3호선,0341,경찰병원,9,0,"3,056",288,"8,364","3,602","24,105","9,912","27,022","27,309","16,701","16,288","13,117","10,031","11,959","7,940","11,240","9,657","11,203","10,631","12,287","9,872","12,540","10,631","12,672","12,022","17,377","18,125","19,455","23,742","8,075","16,961","6,769","11,299","5,517","10,604","3,931","9,501","1,234","5,840",170,"1,872",5,37,0,0,0,0,2026-01-03 11:12:47
2025-12,3호선,0342,오금,22,0,"4,733",24,"9,101","2,634","30,246","6,116","32,037","13,235","16,593","6,592","10,785","5,420","8,820","5,354","9,685","6,447","8,487","7,069","8,140","7,852","8,233","10,076","10,337","11,474","12,116","15,851","12,185","22,879","4,789","15,695","3,773","11,259","3,257","10,033","2,712","11,018",818,"6,008",210,"2,516",2,39,0,1,0,0,2026-01-03 11:12:47
2025-12,4호선,0409,불암산,97,2,"8,570",40,"17,776","4,059","45,717","6,917","36,471","10,273","23,775","10,407","18,911","9,740","17,779","10,173","17,399","10,622","16,862","11,992","15,163","12,840","14,427","16,055","14,867","18,235","13,767","21,096","12,198","26,849","7,326","24,781","5,545","17,624","4,335","16,555","3,198","15,777","1,699","10,849",457,"4,031",6,608,0,18,0,0,2026-01-03 11:12:47
2025-12,4호선,0410,상계,102,4,"15,088",247,"39,929","7,606","86,846","17,057","72,009","22,078","46,671","17,717","36,057","16,377","33,812","19,174","35,282","22,865","32,694","24,692","28,050","27,009","29,804","33,030","31,228","41,557","31,132","50,679","25,727","67,519","16,405","59,231","13,107","39,270","11,766","35,552","10,509","32,520","3,871","22,521",680,"7,005",14,911,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0411,노원,236,7,"12,818",786,"24,210","8,652","54,958","13,997","54,593","35,819","36,066","36,032","30,940","29,668","32,376","31,153","36,751","35,578","36,753","40,311","38,202","40,705","40,912","44,133","44,136","53,070","44,066","66,474","40,171","86,001","30,435","66,860","31,741","43,446","30,123","39,184","26,194","34,295","12,993","23,756","2,929","8,388",56,"1,247",0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0412,창동,"1,996",62,"17,315","2,688","38,985","18,523","89,427","21,292","79,622","47,761","53,354","38,628","46,865","35,692","46,284","37,323","48,577","44,601","47,220","50,986","47,542","53,235","52,377","56,770","60,432","64,083","59,302","74,855","56,265","94,138","32,060","77,190","25,825","51,036","22,148","45,414","17,353","42,158","7,693","25,802","1,533","9,766",18,473,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0413,쌍문,216,12,"24,625","1,182","53,046","8,863","126,413","16,045","124,311","30,221","80,134","22,350","59,725","22,410","51,544","25,997","52,942","30,219","47,582","33,669","42,212","36,751","41,204","50,177","43,314","60,397","43,153","76,432","36,353","104,437","24,205","95,478","18,293","64,029","14,964","57,643","10,922","53,602","4,854","35,769",958,"12,041",16,329,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0414,수유(강북구청),102,3,"21,772","2,939","46,009","11,007","110,102","21,518","120,001","55,880","82,752","40,679","61,369","33,909","58,498","38,596","60,970","41,205","60,380","47,470","57,730","50,893","58,252","62,129","62,503","77,932","65,318","95,428","67,471","127,292","40,681","108,711","32,719","74,969","28,690","67,882","23,111","62,526","12,778","45,397","2,211","12,497",26,395,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0415,미아(서울사이버대학),25,4,"11,076","1,682","21,205","6,293","48,539","15,839","51,163","39,190","36,908","22,641","29,792","19,357","29,624","22,002","30,257","20,380","28,654","22,223","28,317","24,960","29,777","29,837","32,407","34,500","32,326","38,982","30,244","48,548","17,909","38,842","13,344","26,898","12,051","24,426","8,256","21,802","3,413","15,117",673,"4,306",14,108,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0416,미아사거리,56,2,"14,000","2,845","35,256","8,524","87,016","20,719","91,709","36,249","61,249","31,886","45,448","30,751","44,246","32,913","45,590","36,552","45,951","39,630","46,066","43,140","49,688","53,714","52,792","62,374","48,548","72,289","45,887","99,801","32,188","74,451","30,809","50,231","19,596","44,693","14,278","39,003","6,853","24,145","1,177","6,137",14,187,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0417,길음,33,1,"10,117","1,526","33,717","6,883","89,333","13,854","87,721","33,169","54,533","24,597","37,850","22,360","35,553","26,915","35,343","27,255","34,728","30,249","32,794","32,571","34,852","37,376","39,684","46,623","38,651","57,689","33,819","81,625","20,156","64,311","16,169","43,299","12,151","41,517","11,642","38,373","4,375","23,270",866,"6,631",8,212,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0418,성신여대입구(돈암),50,9,"5,897","1,552","19,056","7,048","47,814","17,098","54,631","42,487","41,393","32,286","35,983","26,928","37,040","34,980","41,368","34,343","43,412","38,510","43,737","40,425","45,939","41,347","52,887","49,525","57,719","58,492","54,848","73,280","35,983","58,053","32,899","41,715","34,847","38,633","29,930","35,190","14,863","24,011","2,862","8,019",43,361,0,0,0,0,2026-01-03 11:12:47
2025-12,4호선,0419,한성대입구(삼선교),48,2,"6,253","1,571","12,666","8,881","30,632","18,465","36,784","33,839","28,166","28,018","23,309","21,922","23,199","22,202","25,805","21,557","28,594","23,583","26,739","23,880","30,690","25,040","36,764","28,706","40,150","33,166","34,306","38,414","21,916","30,478","18,234","21,775","17,116","20,693","11,545","20,017","5,148","13,021",853,"6,423",18,"2,026",0,0,0,0,2026-01-03 11:12:47
